		aest01_1	aest06_1	aest07_1	aest10_1	aest15_1	aest18_1	aest24_1	aest25_1	aest26_1	aest28_1	aest29_1	aest31_1	aest35_1	aest36_1
BOHBU386	BOB	242	218	261	280	312	160	298	122	157	383	211	308	148	326
BOHBU387	BOB	242	218	256	280	312	140	298	128	145	383	216	313	148	326
BOHBU388	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU389	BOB	242	218	261	280	312	160	298	122	157	383	211	308	148	326
BOHBU39	BOB	242	218	256	295	312	164	298	128	157	383	216	308	148	326
BOHBU390	BOB	242	236	256	280	312	160	298	122	157	389	211	313	148	326
BOHBU391	BOB	236	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU392	BOB	242	218	261	280	312	140	298	122	145	389	216	313	148	326
BOHBU393	BOB	236	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU394	BOB	242	218	261	295	312	140	292	128	145	389	216	313	148	326
BOHBU395	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU396	BOB	242	218	261	280	312	160	301	122	157	338	211	308	148	326
BOHBU397	BOB	242	236	256	280	312	160	298	122	157	356	211	318	148	326
BOHBU398	BOB	254	218	261	280	312	160	298	122	157	383	211	308	148	326
BOHBU4	BOB	242	218	256	280	312	140	298	128	145	383	216	313	148	326
BOHBU40	BOB	242	236	256	280	312	160	298	122	157	356	211	318	148	326
BOHBU400	BOB	242	236	261	280	312	164	298	122	157	356	211	318	148	326
BOHBU401	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU402	BOB	242	236	261	280	312	160	301	122	157	383	211	308	148	326
BOHBU404	BOB	242	236	256	280	312	164	301	128	157	356	216	318	148	326
BOHBU405	BOB	242	236	256	280	312	160	298	122	157	356	211	318	148	326
BOHBU406	BOB	242	218	256	280	312	140	298	128	145	383	216	313	148	326
BOHBU407	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU408	BOB	242	236	256	280	312	164	298	122	157	356	211	318	148	326
BOHBU41	BOB	242	218	256	280	312	140	298	128	145	359	216	308	148	326
BOHBU410	BOB	242	218	256	280	312	160	298	128	142	389	211	308	148	326
BOHBU411	BOB	254	218	261	280	312	160	298	122	157	383	211	308	148	326
BOHBU412	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU413	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU414	BOB	236	218	256	280	312	140	292	128	145	389	216	313	148	326
BOHBU415	BOB	242	236	256	280	312	160	298	128	142	356	211	318	148	326
BOHBU416	BOB	236	218	261	280	312	164	298	122	157	383	211	308	148	326
BOHBU417	BOB	236	236	261	295	312	140	298	128	178	383	211	308	148	326
BOHBU418	BOB	242	218	261	280	312	160	298	122	157	383	211	308	148	326
BOHBU419	BOB	242	236	256	280	312	160	298	122	142	356	211	308	148	326
BOHBU42	BOB	242	218	256	280	312	140	298	128	145	356	216	313	148	326
BOHBU420	BOB	242	236	256	280	312	160	298	122	142	356	211	308	148	326
BOHBU421	BOB	236	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU422	BOB	242	218	261	280	312	160	298	122	157	383	211	308	148	326
BOHBU423	BOB	242	236	256	280	312	160	298	122	157	389	211	313	148	326
BOHBU424	BOB	242	236	261	280	312	160	298	122	157	356	211	318	148	326
BOHBU425	BOB	236	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU426	BOB	254	218	261	280	312	160	298	122	157	383	211	308	148	326
BOHBU427	BOB	242	236	261	280	312	160	298	122	157	356	211	318	148	326
BOHBU428	BOB	242	218	256	280	312	140	298	128	145	383	216	308	148	326
BOHBU429	BOB	242	218	261	280	312	160	298	122	157	383	211	308	148	326
BOHBU43	BOB	242	218	256	280	312	140	298	128	145	383	216	313	148	326
BOHBU430	BOB	236	218	256	280	312	140	292	128	145	389	216	313	148	326
BOHBU431	BOB	242	236	261	280	312	164	298	122	157	389	211	313	148	326
BOHBU432	BOB	242	218	261	280	312	160	298	122	157	383	211	308	148	326
BOHBU433	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU434	BOB	236	218	261	280	312	140	298	128	145	392	216	318	148	326
BOHBU435	BOB	236	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU436	BOB	242	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU437	BOB	236	218	261	280	312	140	298	128	145	383	216	308	148	326
BOHBU438	BOB	254	236	261	295	312	164	298	128	178	356	211	313	148	322
BOHBU439	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU44	BOB	242	236	256	280	312	140	298	122	157	392	211	318	148	326
BOHBU440	BOB	242	218	256	280	312	140	298	128	157	389	216	313	148	326
BOHBU441	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU442	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU444	BOB	242	218	256	280	312	140	298	128	145	383	216	308	148	326
BOHBU446	BOB	242	218	256	280	312	140	298	128	157	389	216	313	148	326
BOHBU448	BOB	242	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU449	BOB	254	236	261	295	312	164	298	128	178	356	211	313	148	322
BOHBU45	BOB	242	218	256	280	312	140	298	128	145	383	216	313	148	326
BOHBU450	BOB	242	218	261	295	312	140	292	128	145	389	216	313	148	326
BOHBU451	BOB	236	218	256	280	312	140	298	128	145	392	216	318	148	326
BOHBU452	BOB	242	218	256	280	312	160	298	122	157	383	216	313	148	326
BOHBU454	BOB	242	218	256	280	312	140	298	128	145	389	216	0	148	326
BOHBU455	BOB	242	217	261	280	312	160	301	122	157	338	216	318	148	326
BOHBU456	BOB	242	218	256	280	312	160	298	122	157	383	216	313	148	326
BOHBU457	BOB	242	217	261	280	312	160	301	122	157	383	211	308	148	326
BOHBU458	BOB	242	218	261	280	312	140	298	122	145	389	216	313	148	326
BOHBU459	BOB	242	236	256	280	312	160	298	122	157	356	211	318	148	326
BOHBU46	BOB	242	236	256	280	312	160	298	122	157	356	211	318	148	326
BOHBU460	BOB	242	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU461	BOB	242	236	261	280	312	160	298	128	157	356	211	313	148	326
BOHBU462	BOB	242	218	256	280	312	140	298	128	157	389	216	313	148	326
BOHBU463	BOB	236	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU464	BOB	242	236	256	280	312	164	298	122	157	356	211	318	148	326
BOHBU465	BOB	236	218	256	280	312	140	298	128	157	389	216	318	148	326
BOHBU466	BOB	236	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU467	BOB	236	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU468	BOB	242	218	261	295	312	160	292	128	145	383	216	308	148	326
BOHBU469	BOB	242	236	256	280	312	160	298	122	157	356	211	318	148	326
BOHBU47	BOB	0	218	256	0	312	140	298	128	145	383	216	313	148	326
BOHBU470	BOB	242	217	261	280	312	160	301	122	157	383	211	308	148	326
BOHBU471	BOB	242	218	256	280	312	160	298	122	157	383	216	313	148	326
BOHBU472	BOB	236	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU473	BOB	242	217	261	280	312	160	301	122	157	383	211	308	148	326
BOHBU474	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU475	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU477	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU478	BOB	242	236	256	280	312	140	298	122	157	392	211	318	148	326
BOHBU48	BOB	0	218	256	280	312	140	298	128	145	0	216	0	148	326
BOHBU482	BOB	242	218	256	280	312	144	298	128	157	389	216	313	148	326
BOHBU483	BOB	0	218	256	280	312	140	298	128	145	389	216	0	148	326
BOHBU485	BOB	242	236	261	280	312	160	298	128	157	383	211	308	148	322
BOHBU488	BOB	0	218	256	280	312	140	298	128	145	383	216	0	148	326
BOHBU489	BOB	0	218	261	280	312	140	295	128	145	383	216	0	148	326
BOHBU49	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU494	BOB	242	218	261	280	312	164	298	122	157	356	211	308	148	326
BOHBU495	BOB	242	218	256	280	312	160	301	122	157	383	211	308	148	326
BOHBU5	BOB	242	218	256	280	312	164	298	122	157	356	211	313	148	326
BOHBU50	BOB	0	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU503	BOB	236	218	256	280	312	140	298	128	145	392	216	318	148	326
BOHBU504	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU505	BOB	0	218	256	295	312	140	292	128	145	389	216	313	148	326
BOHBU506	BOB	0	218	256	280	312	144	298	128	157	389	216	313	148	326
BOHBU508	BOB	242	217	261	280	312	160	301	122	157	383	211	308	148	326
BOHBU509	BOB	242	218	261	280	312	140	298	128	145	383	211	313	148	326
BOHBU51	BOB	242	218	256	280	312	140	298	122	157	383	216	308	148	322
BOHBU510	BOB	236	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU512	BOB	242	218	256	280	312	140	298	128	145	383	216	308	148	326
BOHBU513	BOB	0	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU515	BOB	0	218	256	280	312	140	298	128	145	383	216	0	148	326
BOHBU52	BOB	242	218	256	280	312	140	298	128	145	383	216	308	148	326
BOHBU521	BOB	236	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU522	BOB	242	218	256	280	312	140	298	128	145	383	216	308	148	326
BOHBU524	BOB	242	218	256	280	312	160	298	122	157	383	216	313	148	326
BOHBU525	BOB	0	236	261	280	312	160	298	122	142	356	211	0	148	326
BOHBU526	BOB	242	218	261	280	312	160	295	128	157	383	211	308	148	326
BOHBU527	BOB	236	218	256	280	312	140	298	128	145	383	216	315	148	326
BOHBU528	BOB	236	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU529	BOB	236	236	261	295	312	140	298	128	178	383	211	308	148	326
BOHBU53	BOB	236	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU530	BOB	242	218	261	280	312	160	298	122	157	383	211	308	148	326
BOHBU531	BOB	242	218	261	280	312	160	295	128	157	383	211	308	148	326
BOHBU532	BOB	242	218	261	280	312	160	295	128	157	383	211	308	148	326
BOHBU533	BOB	236	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU534	BOB	254	218	261	280	312	160	298	122	141	383	211	308	148	326
BOHBU535	BOB	236	218	256	280	312	140	298	128	145	389	216	315	148	326
BOHBU536	BOB	242	218	256	280	312	140	298	128	145	383	216	308	148	326
BOHBU537	BOB	242	218	256	280	312	160	298	122	157	383	211	308	148	326
BOHBU538	BOB	254	218	261	280	312	140	298	128	157	392	211	313	148	322
BOHBU539	BOB	254	236	261	295	312	164	298	128	157	356	211	315	148	322
BOHBU54	BOB	236	218	261	295	312	144	298	128	178	383	211	308	148	326
BOHBU540	BOB	242	218	261	280	312	160	295	128	157	383	211	308	148	326
BOHBU541	BOB	236	218	256	295	312	140	292	128	145	383	216	308	148	326
BOHBU542	BOB	236	218	256	280	312	140	298	128	145	389	216	315	148	326
BOHBU543	BOB	242	236	256	280	312	160	298	122	141	356	211	308	148	326
BOHBU544	BOB	242	218	261	280	312	160	295	128	157	383	211	308	148	326
BOHBU545	BOB	242	218	256	280	312	160	298	122	157	339	211	318	148	326
BOHBU546	BOB	236	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU547	BOB	236	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU548	BOB	236	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU549	BOB	236	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU55	BOB	236	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU550	BOB	236	218	256	295	312	140	298	128	145	389	216	318	148	326
BOHBU551	BOB	242	218	261	280	312	160	295	128	157	383	211	308	148	326
BOHBU552	BOB	242	218	256	280	312	160	298	122	157	383	211	308	148	326
BOHBU553	BOB	242	218	261	280	312	160	298	122	157	383	216	308	148	326
BOHBU56	BOB	242	218	256	280	312	140	298	128	145	383	216	308	148	326
BOHBU57	BOB	242	218	256	280	312	160	301	122	157	383	216	308	148	326
BOHBU58	BOB	254	218	256	320	312	164	319	128	145	0	216	308	148	326
BOHBU59	BOB	0	218	256	280	312	0	298	128	145	389	216	313	148	326
BOHBU6	BOB	242	218	261	280	312	160	301	122	157	356	211	308	148	326
BOHBU60	BOB	242	218	256	280	312	164	301	128	157	356	216	308	148	326
BOHBU61	BOB	242	218	261	280	312	160	298	122	157	383	211	308	148	326
BOHBU62	BOB	254	236	256	280	312	160	298	128	157	0	211	318	148	322
BOHBU63	BOB	242	236	261	280	312	160	298	128	157	383	211	308	148	326
BOHBU64	BOB	242	236	261	280	312	160	298	122	157	356	211	313	148	322
BOHBU65	BOB	254	236	261	280	312	160	298	128	178	356	211	313	148	322
BOHBU66	BOB	254	218	261	280	312	160	298	122	157	356	211	318	148	326
BOHBU67	BOB	236	218	256	280	312	140	298	128	145	383	216	318	148	326
BOHBU68	BOB	254	218	261	280	312	164	298	122	142	392	211	313	140	322
BOHBU69	BOB	242	236	261	288	312	144	298	128	178	383	211	308	148	326
BOHBU7	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU70	BOB	242	218	256	280	312	140	298	128	142	389	216	313	148	326
BOHBU71	BOB	0	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU72	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU73	BOB	236	218	256	280	312	140	298	128	145	383	216	0	148	326
BOHBU74	BOB	236	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU75	BOB	0	218	256	280	312	140	0	0	145	389	216	318	148	326
BOHBU76	BOB	242	218	256	280	312	140	292	128	157	383	216	308	144	326
BOHBU77	BOB	254	218	261	295	312	160	298	128	157	356	216	308	148	326
BOHBU78	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU79	BOB	236	218	256	280	312	140	298	122	145	389	216	313	148	326
BOHBU8	BOB	242	218	261	280	312	140	298	122	178	383	211	308	148	326
BOHBU80	BOB	242	218	256	280	312	140	298	128	145	383	216	313	148	326
BOHBU81	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU82	BOB	242	218	256	280	312	140	298	128	145	383	216	308	148	326
BOHBU83	BOB	236	218	256	295	312	164	292	128	157	383	211	313	148	326
BOHBU84	BOB	0	218	261	280	312	140	298	128	145	389	211	318	148	326
BOHBU85	BOB	242	218	256	280	312	140	298	122	145	389	216	313	148	326
BOHBU86	BOB	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHBU87	BOB	236	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU88	BOB	236	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU89	BOB	0	218	256	299	312	140	298	128	145	389	216	318	148	326
BOHBU9	BOB	242	236	256	280	312	164	298	122	157	356	211	318	148	326
BOHBU90	BOB	242	218	261	280	312	140	298	122	142	389	211	308	148	326
BOHBU91	BOB	242	218	256	280	312	140	298	122	142	383	216	308	148	326
BOHBU92	BOB	242	218	256	280	312	160	298	122	157	383	211	308	148	322
BOHBU93	BOB	0	236	256	280	312	160	298	122	157	0	231	318	148	326
BOHBU94	BOB	0	218	261	280	312	140	298	128	145	389	216	318	148	326
BOHBU96	BOB	242	218	256	280	312	160	298	128	157	338	211	308	148	326
BOHBU97	BOB	242	218	256	280	312	140	298	128	145	389	216	318	148	326
BOHBU99	BOB	242	218	261	280	312	160	301	122	157	383	211	308	144	326
BOHHAS1	BOH	242	218	256	280	312	140	298	128	145	389	216	313	148	326
BOHHAS10	BOH	236	218	261	280	312	144	298	128	157	389	216	318	148	326
BOHHAS11	BOH	236	218	256	295	312	144	298	128	142	389	216	318	148	326
BOHHAS12	BOH	242	218	256	295	312	160	298	128	157	356	216	308	148	326
BOHHAS13	BOH	0	218	261	280	312	144	298	128	157	389	216	318	148	326
BOHHAS14	BOH	236	218	261	280	312	144	298	128	157	356	216	318	148	326
BOHHAS15	BOH	236	218	261	295	312	144	298	128	157	389	216	313	148	326
BOHHAS16	BOH	242	236	261	280	312	144	298	128	178	383	211	308	148	322
BOHHAS17	BOH	236	218	261	280	312	144	298	128	157	389	216	313	148	326
BOHHAS18	BOH	236	218	261	280	312	140	298	128	178	389	216	318	148	326
BOHHAS19	BOH	254	218	261	280	312	144	298	128	157	389	216	318	148	326
BOHHAS2	BOH	242	218	261	280	312	140	298	128	178	383	216	313	148	326
BOHHAS20	BOH	0	218	261	280	312	144	298	128	157	389	216	318	148	326
BOHHAS21	BOH	236	218	261	280	312	144	298	128	157	389	216	0	148	326
BOHHAS22	BOH	236	218	261	280	312	144	298	128	157	389	216	318	148	326
BOHHAS23	BOH	0	236	256	280	312	144	298	122	178	389	0	0	148	326
BOHHAS24	BOH	236	218	261	280	312	140	298	128	157	389	216	318	148	322
BOHHAS25	BOH	236	218	261	295	312	144	298	128	157	389	216	318	148	326
BOHHAS26	BOH	242	218	261	280	312	144	298	128	157	389	216	318	128	322
BOHHAS27	BOH	236	218	261	295	312	144	298	128	157	389	216	318	148	326
BOHHAS28	BOH	0	218	261	0	312	144	0	128	157	389	216	313	148	326
BOHHAS29	BOH	0	236	256	295	312	0	298	122	142	383	211	318	148	322
BOHHAS3	BOH	236	218	261	280	312	144	298	128	157	389	216	318	148	326
BOHHAS30	BOH	242	236	256	295	312	144	298	128	178	383	211	308	148	326
BOHHAS31	BOH	242	236	256	295	312	144	298	128	178	383	241	308	148	322
BOHHAS32	BOH	0	218	261	280	312	144	298	128	157	389	216	318	148	326
BOHHAS33	BOH	0	218	256	325	312	144	0	128	157	389	216	318	148	326
BOHHAS34	BOH	236	218	261	280	312	144	298	128	157	389	216	318	148	326
BOHHAS36	BOH	236	218	256	280	312	144	298	128	157	389	216	318	148	326
BOHHAS37	BOH	236	218	261	280	312	144	298	128	157	389	216	318	148	322
BOHHAS39	BOH	236	218	261	280	312	140	298	128	142	389	216	318	140	322
BOHHAS4	BOH	236	218	261	280	312	144	298	128	157	0	216	313	148	326
BOHHAS40	BOH	0	218	261	280	312	144	298	128	178	389	216	313	148	326
BOHHAS41	BOH	236	218	256	295	312	144	298	128	145	383	216	318	148	326
BOHHAS42	BOH	236	218	261	295	312	144	298	128	157	389	216	313	148	326
BOHHAS43	BOH	236	218	256	280	312	144	298	128	142	389	216	318	148	326
BOHHAS44	BOH	0	218	261	295	312	140	298	128	178	0	216	318	148	322
BOHHAS45	BOH	242	218	261	280	312	144	298	128	157	383	216	308	128	326
BOHHAS46	BOH	236	218	261	280	312	144	298	128	157	389	211	308	128	326
BOHHAS47	BOH	236	218	261	295	312	144	298	128	157	389	216	313	148	326
BOHHAS48	BOH	236	218	261	280	312	144	298	128	157	389	216	318	148	326
BOHHAS49	BOH	242	218	261	280	312	144	298	128	157	383	216	308	128	326
BOHHAS5	BOH	236	218	261	280	312	144	298	128	157	389	216	313	148	326
BOHHAS50	BOH	236	218	261	280	312	144	298	128	157	389	216	318	148	326
BOHHAS51	BOH	236	218	261	280	312	144	298	128	157	389	216	318	148	326
BOHHAS52	BOH	236	218	261	280	312	144	298	128	157	389	216	318	148	326
BOHHAS53	BOH	236	218	256	295	312	140	298	128	157	389	216	318	148	326
BOHHAS54	BOH	0	218	261	280	312	144	298	128	157	0	216	0	148	326
BOHHAS55	BOH	0	218	261	295	312	140	298	128	178	0	216	318	148	322
BOHHAS56	BOH	0	218	256	295	312	160	0	137	178	389	211	0	148	322
BOHHAS6	BOH	236	224	261	280	312	144	298	128	157	389	216	318	128	326
BOHHAS7	BOH	236	218	256	295	312	144	298	128	157	389	216	318	148	326
BOHHAS8	BOH	236	218	256	295	312	144	298	128	145	353	216	313	148	326
BOHHAS9	BOH	236	218	261	280	312	144	298	128	157	389	216	318	148	326
BUR1	BUR	260	218	256	299	322	160	313	137	157	353	209	318	164	350
BUR10	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR100	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR101	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR102	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR103	BUR	0	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR104	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR105	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR106	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR107	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR108	BUR	0	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR109	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR11	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR110	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR111	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR112	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR113	BUR	0	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR114	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR115	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR116	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR117	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR118	BUR	0	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR119	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR12	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR120	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR122	BUR	0	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR123	BUR	0	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR124	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR125	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR126	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR127	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR13	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR130	BUR	0	217	276	299	322	160	0	137	157	353	209	0	164	322
BUR131	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR132	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR136	BUR	0	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR137	BUR	0	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR138	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR139	BUR	0	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR14	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR143	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR144	BUR	0	218	261	290	312	160	295	122	145	356	216	0	148	322
BUR146	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR147	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR148	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR149	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR15	BUR	236	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR150	BUR	260	212	256	299	322	160	313	140	157	359	209	0	164	350
BUR151	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR152	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR153	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR154	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR156	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR157	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR158	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR159	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR16	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
